Specific Label,Health State,Damage Size,Signal Type,Mean,Standard deviation,Mean absolute deviation,Root mean square,Maximum absolute value,Skewness,Kurtosis,Crest factor,Form factor,Shape factor,Impulse factor,Mean of power spectrum,Standard deviation of power spectrum,Skewness of power spectrum,Kurtosis of power spectrum,Mean frequency,Standard deviation of frequency,Root mean square frequency,Root variance frequency,Frequency centroid,Frequency variation factor,Frequency variance,Frequency skewness
B007DE,B,007,DE,0.017884898437499998,0.13192649820452737,0.10791542064901499,0.13310136055026534,0.38760738461538463,0.012414787783119018,2.6122132665395372,2.9121218822478214,3.5917701314999464,1.2333859215835825,0.16303630686737522,0.0019481895021968394,0.00552480304249528,5.45912596319198,36.23475482348646,3999.061004956129,180.64393358594126,5722.1078252255265,15610.001446332217,61.79334164268985,0.045171587370651516,0.00011440950296769021,0.000921390034143754
B007DE,B,007,DE,0.017719778545673075,0.126351103457755,0.1027897996022151,0.12755703305266833,0.38760738461538463,-0.05469522788669487,2.651204538302345,3.0386986537648726,3.7708740178050877,1.2409503038852068,0.1567426346179322,0.00168770767736053,0.005352745339188388,5.266503866863166,30.863967733737212,3404.1027132177474,132.75826562431075,4693.711812537811,13985.57321933116,57.19566808416033,0.038999488795924214,0.00012153385267755765,0.0008342347375492905
B007DE,B,007,DE,0.017306112980769228,0.12332325562913204,0.09965990334144005,0.12450181058466811,0.46145723076923073,-0.048064952472341285,2.7976289825066214,3.706429879229863,4.630319870853718,1.2492668205599033,0.1535937355684213,0.0017526070376186287,0.005190085630473689,4.8208514007768,26.770633851353814,3371.1793419843457,133.2241388192202,4635.931556104651,14031.870410734033,56.90303333887505,0.03951855576476146,9.63382651111758e-05,0.0006580234812362489
B007DE,B,007,DE,0.017676996093749998,0.13643213755211955,0.1090693730392456,0.1375395056465132,0.47606030769230767,0.038126810895791785,3.172373231144018,3.4612623148131574,4.364747815328603,1.2610277460476775,0.1722971908814622,0.00177678095029544,0.005789483597234209,5.487420509773233,37.90592339510171,3033.759805429431,107.38812335376383,3961.591279796747,11875.98841711578,54.095948850867444,0.035397701281945415,0.0002208614153501705,0.0019175494559300703
B007DE,B,007,DE,0.017497004206730768,0.14504477152626521,0.11645919964775672,0.1460611462687417,0.47606030769230767,0.012158977433029976,2.9423183677070632,3.2593220021455394,4.087786187198631,1.254182981769746,0.18244006570815471,0.0018182796627125258,0.006172502590728306,6.380076284509919,55.97710593829771,3018.3653954198917,103.76960435568884,3877.200394108604,11228.324857457405,53.986996499751704,0.03437940433360064,0.0003938923618401475,0.004310781210747899
B007DE,B,007,DE,0.017110637920673077,0.14184475407533098,0.11405065832079374,0.14283866424079214,0.4823187692307692,0.05718270500968281,2.9744274754900015,3.376668157703394,4.228987156515455,1.2524142021085534,0.17820063817850376,0.001817683293777822,0.006024528207984102,5.860350619167116,41.18952078132441,3109.8277335578846,115.87764707960571,4130.163437928224,12585.588575505686,54.71699997695669,0.03726175756591915,0.00025342220507661503,0.002088608889310762
B007DE,B,007,DE,0.01742977463942308,0.13114173183809102,0.1034099125812237,0.1322631972145891,0.4823187692307692,-0.031751567583638333,3.4156391432346664,3.6466589299836443,4.664144444101818,1.2790185574395732,0.16777987303326028,0.001795897261500943,0.005538512395263154,5.317648657618979,34.8520985503234,3230.1835256552827,129.31982907663135,4443.670748595388,13773.880306101006,55.685399312374976,0.04003482404313149,0.00015575911652564403,0.0012824061898210441
B007DE,B,007,DE,0.01839716736778846,0.12768356099132586,0.10060619292508638,0.12897126432103684,0.40346215384615386,-0.010813398575101617,3.187584877055448,3.128310449387012,4.010311314996094,1.281941603903765,0.16434670860820658,0.001702340896462279,0.00541180074067335,5.458530963067581,36.381453804670166,3049.7940083912945,108.65523728977546,4029.438736369226,11966.901262188263,54.23226688145646,0.035627074153473375,0.00017641354446714421,0.001416955435148831
B007DE,B,007,DE,0.017529498497596153,0.137544587532579,0.10831044916798518,0.13862380503230873,0.41910830769230767,-0.0030891009412746676,3.040580046497818,3.023350192952986,3.869509460184099,1.2798747128941248,0.17609167379312954,0.0018512955918169743,0.005817044518643452,5.516428950367798,36.94656492115968,3131.260579707721,118.74991037110343,4173.956529111506,12745.706872308258,54.88634319515755,0.037923994936948945,0.00020902653224211815,0.0016800209087648955
B007DE,B,007,DE,0.017996642127403845,0.13643987331737154,0.10905037002270038,0.1375886201456009,0.47689476923076923,-0.004358162049100623,2.901531323995201,3.4660916631484726,4.373160486585207,1.2616978751833658,0.17159370287204667,0.0018471685479279705,0.005768714052580497,5.12523058528127,31.191206833159136,3007.9480806531396,102.86397386398698,3843.953263289713,10941.141688095566,53.89883214680215,0.034197390083159716,0.00019763037976768726,0.001474542459844485
B007DE,B,007,DE,0.01861423737980769,0.12422382395934067,0.0978963618903527,0.1255807044560151,0.47689476923076923,0.03475231123752061,3.080897831343064,3.797516276856072,4.87142484176182,1.2827923533733545,0.1590421473165371,0.0017934847022738547,0.005222398017307106,5.306070339610356,35.41566319481998,3516.779588834853,152.43223579889423,5032.225342435527,14927.383009799214,58.00299434542978,0.04334426765977582,0.0001107731797509557,0.0009120268262263138
B007DE,B,007,DE,0.017048603365384614,0.1424524876276557,0.10655901299814077,0.14343450616086661,0.663396923076923,0.14465748930947295,4.331817167548769,4.6250859771002455,6.225629389871487,1.3460570075228573,0.19179449522886763,0.0018411635507368021,0.006045204407868818,6.046759171442641,50.510686396546305,2945.427324577501,102.62798210070966,3794.2207230273425,11222.219787099217,53.31790827176918,0.034843155437702354,0.0003438499367126135,0.00365939710787991
B007DE,B,007,DE,0.016791399338942307,0.140426613145349,0.1079656645642794,0.14139291369743667,0.663396923076923,0.176990994492709,4.260294447612177,4.691868253712561,6.144517571898583,1.3096099974752224,0.18421050534140201,0.0019499545922184002,0.005916356773795269,5.74708384038863,41.89347482597829,3668.6145781729188,162.87087007207705,5202.172486991538,15031.787471475798,59.20932112514753,0.044395743025475214,0.00017277345581264434,0.0015340915429031333
B007DE,B,007,DE,0.018280432391826924,0.1365585487569013,0.10893267311800443,0.13774362367250972,0.4645864615384615,-0.022903150301401283,3.028840943081922,3.372834612243337,4.264895446338537,1.2644840131968027,0.17275351672304853,0.001768470804706177,0.005799676916082983,6.044704801917917,45.98195220832174,3156.11244904295,115.73064162346061,4187.431684563864,12758.991496878925,55.139657302339934,0.03666873202143175,0.00026340373695646986,0.0024083007565892374
B007DE,B,007,DE,0.018869200420673075,0.13945842075302808,0.11021974798965453,0.1406954207917407,0.4645864615384615,-0.003811361969462376,3.0307597772704744,3.302072369691042,4.215092757988057,1.276499205976652,0.17852094545924788,0.0018135132783413054,0.0059211661129478675,5.55709333404623,37.231685712614365,3033.17287200804,107.88915286213225,3952.044610153207,11888.89114826568,54.085892052788665,0.03556973420730444,0.00024051816648674228,0.0019343307545436942
B007DE,B,007,DE,0.018645713040865382,0.1340885934416578,0.10650768221282958,0.13534634952862476,0.4182738461538461,0.016550616060568474,2.894232185456127,3.0903962139398837,3.927170674111826,1.270766077306688,0.17047442931771023,0.0019449617825114246,0.005629129934323925,5.311723140321885,33.847259360949806,3721.041891235146,166.53063042355137,5301.3924982838425,15190.353082540207,59.61972207928845,0.04475376394332232,0.00012483049458965198,0.0009598617133258889
B007DE,B,007,DE,0.01778904537259615,0.15405089809720487,0.12325738238877516,0.1550372265162051,0.4182738461538461,0.001168806792025331,2.720404606968467,2.697892987076407,3.3934993429808356,1.2578331902846258,0.19347443419977364,0.001977511672884235,0.006539765336852861,6.225760410582562,46.954851481761004,3539.020152549706,149.47831541836945,4880.9419226096525,14477.764874308978,58.21977187460748,0.04223720379514567,0.0002898198215917383,0.0025564662909545186
B007DE,B,007,DE,0.01833757752403846,0.15001481556776583,0.11877292713106594,0.15109507980341239,0.553248,-0.046390552089662855,3.1015673432210673,3.6615884562212275,4.658031197542945,1.2721340077497538,0.19041047147938406,0.0019351618952920518,0.006368333222696365,5.302273978419426,31.923244205762252,3122.027077875446,115.5224883964093,4079.6258472026143,12387.259477998758,54.831602105711234,0.03700239796607494,0.00023964182685643113,0.00170240069053071
B007DE,B,007,DE,0.017983298076923074,0.14959149904533564,0.11741684357158955,0.1506322974190966,0.553248,-0.02963553797450273,3.237897914212052,3.672837827472857,4.711828245175764,1.2828849152911816,0.19142380850770996,0.0020800578533195493,0.006301814419292896,5.431571813716624,34.26921690905001,3708.6449806980722,170.1260115743124,5260.085267764401,15205.741540118146,59.485451743462114,0.045872822138475454,0.00016685516437811774,0.0012429584289227733
B007DE,B,007,DE,0.017400743689903846,0.15135378633655389,0.11923124061320378,0.15231404724388098,0.4831532307692308,0.14543018931608628,3.0880004254426043,3.172085828667,4.052236882585334,1.2774676037968993,0.19413328155912735,0.001911128897976077,0.00643459240681813,7.397369325103641,75.5205767953668,3295.0951343550173,134.55680689261843,4509.034247923615,13743.74698943202,56.218665294209885,0.04083548468440703,0.00046166931306660595,0.005660609399643507
B007DE,B,007,DE,0.01825180889423077,0.1375164029216081,0.10849856731356107,0.13868906168243642,0.4831532307692308,0.2304741722997936,3.174545551081407,3.4837154776887305,4.453083969052946,1.278257078562381,0.1766884521004834,0.0018507918424130623,0.0058180731339706245,5.783603895866904,41.17052658244423,3423.6709595104917,148.08431755530944,4854.888885855285,14687.659110215984,57.23274099634913,0.04325308106608533,0.0001818472834511203,0.0015489809012724026
B007DE,B,007,DE,0.017637778846153845,0.13637322609254435,0.10902684186260517,0.13747606028108011,0.44309907692307693,0.05557509213215922,2.778510783872006,3.2230999056645038,4.064128331640268,1.2609377464526255,0.17212278024538843,0.0017790521316896222,0.005785954845183032,5.732577029502981,39.994240803128164,3201.634217455276,125.04229478048461,4363.3900710683165,13472.184987196177,55.46703455814806,0.0390557716114962,0.00021181050856895376,0.0017762939822056195
B007DE,B,007,DE,0.0191746875,0.13696572779050217,0.10918954410024789,0.13826828726716983,0.4134756923076923,-0.15953339563556598,2.8794016524173194,2.9903870256868887,3.7867700219361353,1.266314356438969,0.1723860877110703,0.0018262908138213718,0.005803323792620221,5.555482729204328,35.77254887925798,3282.7793761892517,134.89252130871452,4554.1190298752035,14018.037697351847,56.106032250378725,0.04109094942143258,0.00017288928068947057,0.001305383055468257
B007DE,B,007,DE,0.019391350060096155,0.14322815242355152,0.11415848585656972,0.14450021229738672,0.4320424615384615,-0.09529663237727488,2.9402372744195344,2.989908835907468,3.784584722692324,1.2657859922821573,0.18031995215802682,0.0018174051124983223,0.00609491280549758,6.065303527823407,45.663838443285925,3073.2376207881453,109.66027829082985,4007.6892637072233,11796.395319400202,54.438748539044454,0.035682329784413803,0.00030874456521834355,0.0027302514793162724
B007DE,B,007,DE,0.018716507812499998,0.14348244227120577,0.1160790571500338,0.14466328682691726,0.4320424615384615,0.01639756652479179,2.702243972352596,2.98653840248618,3.721967356954326,1.2462479484127609,0.17879403840209246,0.001855470982471098,0.006093056765740004,5.3519175328382245,33.629908822145886,3144.076132774242,114.50707005162784,4117.258015763703,12430.492064642673,55.041521260977284,0.036419941889444675,0.00022383771271219957,0.001692880062461955
B007DE,B,007,DE,0.019869902343749996,0.13718527915363776,0.10923685169572096,0.13858363712842964,0.48857723076923076,-0.09552864768704855,3.1356352623759083,3.52550445992734,4.472641083891375,1.2686527941546144,0.1739262073063486,0.001776593497904773,0.0058311194427688885,5.493916331808543,35.83947315207326,3140.250278968142,110.08711231248542,4084.452286058968,12138.938755664272,55.04691786699466,0.03505679564772113,0.00021338971126370342,0.0016525713927107108
B007DE,B,007,DE,0.019524790564903843,0.1379370954964942,0.10945545870472834,0.1392787471508842,0.48857723076923076,-0.0955556657044926,3.2495934664411,3.507909431723583,4.463708220228991,1.2724696310177497,0.17540545060337837,0.001781414810780352,0.0058630775285771,6.166443911159219,49.2716251758115,3108.3795173582666,112.92941598913033,4101.337530516886,12344.955464474306,54.73070528843143,0.03633063960127565,0.0002820475974575556,0.0027303829918786
B007DE,B,007,DE,0.019741860576923075,0.128773960231505,0.10293877003361628,0.13024736793973013,0.41994276923076923,-0.07935746407258686,2.9229402554019472,3.2241939002183213,4.0795394105994305,1.265289724145682,0.16243954075291206,0.0017113733323633272,0.005463816820245239,5.752162084563534,43.660176522574005,3087.8762368869816,115.03106540913619,4155.3419973668515,12806.013508339898,54.52380371432138,0.03725248571655963,0.00019484958819955393,0.0018634616762556243
B007DE,B,007,DE,0.01899612169471154,0.12833517263746536,0.10145764429356502,0.12970245650678627,0.48190153846153844,-0.0497292719047747,3.1091769742255013,3.7154387930680746,4.749780480484733,1.2783901835084563,0.16395743104016683,0.001700380003011584,0.005444460366129227,5.730523534003286,43.335183378117605,3033.9643592600924,107.61665819032152,4001.9961529042716,11908.346481482371,54.09572719790142,0.035470640207707155,0.00020317689257977656,0.0019530680457180297
B007DE,B,007,DE,0.019350197415865383,0.1362312096114236,0.10920043577957153,0.13756565933617154,0.4925409230769231,0.07473020590670501,2.9649252120940757,3.5804060799308384,4.510430013952969,1.259753757886618,0.1719139004877107,0.001773199106137113,0.005786566131284948,5.8083707345732165,40.75113225357545,3299.138653934761,127.57602594194908,4479.174526995539,13605.461231835483,56.31662834361457,0.038669495078599944,0.00020241390668140238,0.0016741470272709916
B007DE,B,007,DE,0.019743082932692307,0.1385573106701879,0.11143800506709173,0.13992334893697525,0.4925409230769231,0.0010711155210630235,2.8930906686457307,3.5200767192813194,4.419864863700555,1.2556160607212397,0.1736548844381617,0.0018222083677513288,0.0058797962593729065,5.5728100275940635,38.996877114387225,3124.352362114162,117.41894777543267,4162.665810789933,12866.91466088429,54.83551234682438,0.03758185190609504,0.00022397433763846435,0.0019413286175089027
B007DE,B,007,DE,0.017970361478365383,0.13627103214013345,0.11046113808675911,0.1374178329398187,0.45040061538461534,-0.07645211374145174,2.7197229065737307,3.2775994625229283,4.077457675937204,1.2440378156513932,0.1691603157758565,0.0018295434018623365,0.005766456809794855,5.552176881743232,38.24986555237255,3192.9201563044544,121.86762361316511,4279.305700414648,13033.817913210987,55.41707798766811,0.03816807738600547,0.00020372527161394965,0.0016987538956897141
B007DE,B,007,DE,0.018821732271634615,0.13219024739073443,0.10673446472079937,0.1334915231641248,0.4113895384615384,-0.03216233099698721,2.7018298473061324,3.081765259025057,3.8543270867350015,1.2506880838660475,0.16520817608336807,0.0017611360956336847,0.005602477903899707,5.335934909587848,34.192295599726556,3037.2891072841558,101.70066868808678,3885.621368406617,11168.628561663625,54.18107085132287,0.03348402641163922,0.00020564121420818434,0.0016066172401640946
B007DE,B,007,DE,0.01846062800480769,0.1255676995451078,0.0990832329342182,0.12688712741734517,0.4113895384615384,-0.049053644865029264,3.0428269784340776,3.2421692163337794,4.151959178952727,1.2806114986335388,0.16083090703237932,0.0017884590535630917,0.005286005128093849,5.160722419457425,31.115734687177316,3626.077491553427,158.4216477670807,5213.580597301839,15163.482548923073,58.886805345394194,0.04368953728542966,9.864659890674209e-05,0.0007238782167212856
B007DE,B,007,DE,0.01910175360576923,0.1253509688735708,0.1009506760183481,0.1267677801761987,0.3972036923076923,-0.03498004869980137,2.8047103726461873,3.1333174072749865,3.934631326644106,1.2557397847752723,0.1577995039227876,0.0017121272946183342,0.00530345331814452,4.985789314447594,29.34694544429317,3028.1111584377722,108.0894089141376,3999.164806506246,12025.084523447771,54.03722559054669,0.035695324001877735,0.00013491988023215095,0.0009795090724525732
B007DE,B,007,DE,0.02064854296875,0.13516171380999167,0.10851213389088557,0.136697223631441,0.44581107692307687,-0.06694912573618007,2.9251027980177526,3.26130308341199,4.108398396914417,1.2597413646744515,0.16976560264071208,0.001856757400594692,0.005715270039356493,5.539371023856005,38.104483681255346,3422.6822772084506,150.64455092119354,4892.547273771912,14717.726748812769,57.201728350525016,0.0440135948125631,0.00014996532635777393,0.0012713786133844072
B007DE,B,007,DE,0.019934890925480765,0.14267950878396585,0.11504988999498808,0.14403090621705913,0.4522781538461538,-0.1151936936510572,2.8052516939183723,3.1401465541330156,3.9311480772893947,1.2518995561258994,0.17784922228894284,0.0018707718676526626,0.006055189045338263,5.726914486788572,40.34078304001461,3096.9506637159634,123.21481269786202,4207.898703793421,13096.805049267314,54.531970907148605,0.03978584939742606,0.00023074169046439778,0.001934749834974935
B007DE,B,007,DE,0.01906956490384615,0.13827040231419166,0.11013561802086463,0.13954575291633453,0.4522781538461538,-0.04164419515760772,2.9111134352738417,3.241074302829695,4.106556643287479,1.2670356368263924,0.17535681114293397,0.0017770323899197456,0.005878265682365568,5.917658468703957,42.169348544398936,3188.335845566079,120.46590830743085,4281.580224615697,13110.806998097622,55.388355610711606,0.03778331836495804,0.00022923387076575688,0.0019157931332120786
B007DE,B,007,DE,0.019402860576923076,0.12597040309671648,0.09991579667780948,0.12742552783163383,0.4424732307692308,0.05295206261192141,3.033309068807697,3.4724064973375395,4.42846121916076,1.2753291478276734,0.16123136783058342,0.0016501285340792381,0.005352645485345696,5.7190314890585805,40.21926157677476,3168.471391207139,113.32851820556115,4221.664952716898,12808.255953374955,55.27334685905656,0.03576756871469959,0.00017848518915552573,0.001502217677652498
B007DE,B,007,DE,0.019624616286057692,0.13660874775591497,0.10986027313261765,0.137978125974948,0.40200184615384615,-0.0497090345692771,2.7163580935641805,2.913518670537935,3.659210328637817,1.255941952814808,0.1714273058726038,0.0018496903210150238,0.005780889265548061,5.829025008536247,41.67729974018614,3641.530415917967,156.60998785454052,5149.81870997423,14951.420941861812,59.03321461739506,0.04300664005714802,0.00017564614687757285,0.0015115761187984935
B007DE,B,007,DE,0.018869302283653844,0.1410588559501828,0.11358734818091759,0.14228118563336195,0.40200184615384615,-0.04201602622665522,2.685705589961525,2.8254041064132456,3.539142805883213,1.2526147314113003,0.1765103862601221,0.001927367302895753,0.005959121496703998,5.922388989628484,42.4346730168595,3797.9784918497417,169.3616417726289,5413.574489672366,15294.518970267525,60.238001710524166,0.04459257527025756,0.00018203037614297806,0.0015535304182493406
B007DE,B,007,DE,0.019731470552884614,0.13081330042426942,0.1048502161348783,0.13226146442156445,0.44122153846153844,-0.0003192247082754219,2.880267909445485,3.3359795341083482,4.2081128177547615,1.2614324442729292,0.16447750665215194,0.0018537426126517178,0.005511741394074934,4.748152373451036,25.476140490221383,3227.2329971553045,131.0830848321914,4436.695549476434,13671.723550111223,55.64305807846216,0.040617793926790116,0.00011173409086676779,0.000726045008654098
B007DE,B,007,DE,0.020987542968750002,0.12966841013353725,0.10382723069000244,0.13132464976531136,0.44122153846153844,-0.012362245769132923,3.0000635131921243,3.359777004926645,4.249574370127391,1.2648382210771674,0.16341804771738988,0.0019206607209614154,0.005440008295280119,5.119642722807069,30.978985513334777,3666.819115220597,166.22874495322088,5275.630387841254,15166.679732322571,59.16578716004187,0.045333227445886845,0.00010068079808164205,0.0007337906172860774
B007DE,B,007,DE,0.020741951322115385,0.13269792366881658,0.1034960649877695,0.13427721129663286,0.4942098461538461,0.10448643238751747,3.4135578787049807,3.680519139335439,4.775155907736672,1.297413687298168,0.1729608956121913,0.0017567091173385041,0.005633860880059814,5.881776545876138,45.84806687603747,3092.9561641802748,112.46986681549988,4094.7577674683916,12472.985320586382,54.59383021335629,0.036363226908295916,0.00023292975210135707,0.002236436474197521
